year,make,model,class,enginesize,fuelusecity,fuelusehwy,fueluseboth,mpgboth,co2emissions,cylinders468,cylinder4,cylinder6,cylinder8,trans2,fuel
2015,CADILLAC,SRX,SUV - STANDARD,3.59999990463257,14.1999998092651,9.80000019073486,12.3000001907349,23,283,6,0,1,0,1,1
2015,CADILLAC,SRX AWD,SUV - STANDARD,3.59999990463257,14.8000001907349,10.3999996185303,12.8000001907349,22,294,6,0,1,0,1,1
2015,CADILLAC,XTS,FULL-SIZE,3.59999990463257,13.6000003814697,8.60000038146973,11.3000001907349,25,260,6,0,1,0,1,1
2015,CADILLAC,XTS AWD,FULL-SIZE,3.59999990463257,13.6999998092651,8.89999961853027,11.6000003814697,24,267,6,0,1,0,1,1
2015,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.59999990463257,14.8000001907349,9.89999961853027,12.6000003814697,22,290,6,0,1,0,1,2
2015,CHEVROLET,CAMARO,COMPACT,3.59999990463257,13.3000001907349,8.80000019073486,11.3000001907349,25,260,6,0,1,0,1,1
2015,CHEVROLET,CAMARO,COMPACT,3.59999990463257,14,8.39999961853027,11.5,25,265,6,0,1,0,2,1
2015,CHEVROLET,CAMARO,COMPACT,6.19999980926514,15.3000001907349,9.80000019073486,12.8000001907349,22,294,8,0,0,1,1,2
2015,CHEVROLET,CAMARO,COMPACT,6.19999980926514,15,9.89999961853027,12.6999998092651,22,292,8,0,0,1,2,2
2015,CHEVROLET,CAMARO 2LS,COMPACT,3.59999990463257,12.6000003814697,7.90000009536743,10.5,27,242,6,0,1,0,1,1
2015,CHEVROLET,CAMARO Z/28,COMPACT,6.19999980926514,18.1000003814697,12.3000001907349,15.5,18,357,8,0,0,1,2,2
2015,CHEVROLET,CAMARO ZL1,COMPACT,6.19999980926514,19.8999996185303,13,16.7999992370605,17,386,8,0,0,1,1,2
2015,CHEVROLET,CAMARO ZL1,COMPACT,6.19999980926514,16.6000003814697,12.3999996185303,14.6999998092651,19,338,8,0,0,1,2,2
2015,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,9.69999980926514,9,9.39999961853027,30,216,4,1,0,0,1,1
2015,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,11.8999996185303,8.80000019073486,10.5,27,242,4,1,0,0,1,1
2015,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,12.1999998092651,9.10000038146973,10.8000001907349,26,248,4,1,0,0,2,1
2015,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.59999990463257,13,9.19999980926514,11.3000001907349,25,260,6,0,1,0,1,1
2015,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,12.6999998092651,9.5,11.3000001907349,25,260,4,1,0,0,1,1
2015,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.59999990463257,13.5,9.80000019073486,11.8000001907349,24,271,6,0,1,0,1,1
2015,CHEVROLET,CORVETTE,TWO-SEATER,6.19999980926514,14.6000003814697,8.10000038146973,11.6999998092651,24,269,8,0,0,1,1,2
2015,CHEVROLET,CORVETTE,TWO-SEATER,6.19999980926514,13.6999998092651,8.19999980926514,11.1999998092651,25,258,8,0,0,1,2,2
2015,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.19999980926514,17.7000007629395,10.1999998092651,14.3000001907349,20,329,8,0,0,1,1,2
2015,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.19999980926514,15.6999998092651,10.6000003814697,13.3999996185303,21,308,8,0,0,1,2,2
2015,CHEVROLET,CRUZE,MID-SIZE,1.39999997615814,9.10000038146973,6.30000019073486,7.80000019073486,36,179,4,1,0,0,1,1
2015,CHEVROLET,CRUZE,MID-SIZE,1.39999997615814,9,6.19999980926514,7.80000019073486,36,179,4,1,0,0,2,1
2015,CHEVROLET,CRUZE,MID-SIZE,1.79999995231628,10.5,6.80000019073486,8.80000019073486,32,202,4,1,0,0,1,1
2015,CHEVROLET,CRUZE,MID-SIZE,1.79999995231628,9.39999961853027,6.59999990463257,8.10000038146973,35,186,4,1,0,0,2,1
2015,CHEVROLET,CRUZE DIESEL,MID-SIZE,2,8.69999980926514,5.09999990463257,7.09999990463257,40,192,4,1,0,0,1,3
2015,CHEVROLET,CRUZE ECO,MID-SIZE,1.39999997615814,9,6.09999990463257,7.69999980926514,37,177,4,1,0,0,1,1
2015,CHEVROLET,CRUZE ECO,MID-SIZE,1.39999997615814,8.39999961853027,5.59999990463257,7.09999990463257,40,163,4,1,0,0,2,1
2015,CHEVROLET,EQUINOX,SUV - SMALL,2.40000009536743,10.5,7.30000019073486,9.10000038146973,31,209,4,1,0,0,1,1
2015,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.40000009536743,10.5,7.30000019073486,9.10000038146973,31,209,4,1,0,0,1,1
2015,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.40000009536743,15.6000003814697,10.8000001907349,13.3999996185303,21,214,4,1,0,0,1,4
2015,CHEVROLET,EQUINOX,SUV - SMALL,3.59999990463257,14.1999998092651,9.5,12.1000003814697,23,278,6,0,1,0,1,1
2015,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.40000009536743,11.5,8.19999980926514,10,28,230,4,1,0,0,1,1
2015,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.40000009536743,11.5,8.19999980926514,10,28,230,4,1,0,0,1,1
2015,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.40000009536743,16.2999992370605,11.6000003814697,14.1999998092651,20,227,4,1,0,0,1,4
2015,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.59999990463257,14.8000001907349,9.89999961853027,12.6000003814697,22,290,6,0,1,0,1,1
2015,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.80000019073486,21,14.1999998092651,18,16,414,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6,22,14.8999996185303,18.7999992370605,15,432,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6,22,14.8999996185303,18.7999992370605,15,432,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 2500 PASSENGER FFV,VAN - PASSENGER,6,30.2999992370605,20.5,25.8999996185303,11,414,8,0,0,1,1,4
2015,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.80000019073486,21.2999992370605,14.3000001907349,18.1000003814697,16,416,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6,22.2000007629395,15.1000003814697,19,15,437,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,22.2000007629395,15.1000003814697,19,15,437,8,0,0,1,1,1
2015,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,30.6000003814697,20.6000003814697,26.1000003814697,11,418,8,0,0,1,1,4
2015,CHEVROLET,IMPALA,FULL-SIZE,2.5,10.6000003814697,7.5,9.19999980926514,31,212,4,1,0,0,1,1
2015,CHEVROLET,IMPALA,FULL-SIZE,3.59999990463257,12.5,8.19999980926514,10.6000003814697,27,244,6,0,1,0,1,1
2015,CHEVROLET,IMPALA,FULL-SIZE,3.59999990463257,17,11.5,14.5,19,232,6,0,1,0,1,4
2015,CHEVROLET,MALIBU,MID-SIZE,2,11.3999996185303,7.90000009536743,9.80000019073486,29,225,4,1,0,0,1,2
2015,CHEVROLET,MALIBU,MID-SIZE,2.5,9.30000019073486,6.40000009536743,8,35,184,4,1,0,0,1,1
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.30000019073486,13.3999996185303,9.89999961853027,11.8999996185303,24,274,6,0,1,0,1,1
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.30000019073486,19.2999992370605,14.3000001907349,17.1000003814697,17,274,6,0,1,0,1,4
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.30000019073486,14.6000003814697,10.3000001907349,12.6999998092651,22,292,8,0,0,1,1,1
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.30000019073486,19.8999996185303,13.8000001907349,17.2000007629395,16,275,8,0,0,1,1,4
2015,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.19999980926514,16.1000003814697,11.3999996185303,14,20,322,8,0,0,1,1,2
2015,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.30000019073486,14.1000003814697,10.6000003814697,12.5,23,288,6,0,1,0,1,1
2015,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.30000019073486,20.2999992370605,15.1999998092651,18,16,288,6,0,1,0,1,4
2015,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.30000019073486,14.8999996185303,10.6999998092651,13,22,299,8,0,0,1,1,1
2015,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.30000019073486,20.2000007629395,14.3000001907349,17.5,16,280,8,0,0,1,1,4
2015,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.19999980926514,16.2999992370605,11.6000003814697,14.1999998092651,20,327,8,0,0,1,1,2
2015,CHEVROLET,SONIC,COMPACT,1.39999997615814,9,6.80000019073486,8,35,184,4,1,0,0,1,1
2015,CHEVROLET,SONIC,COMPACT,1.39999997615814,8.5,6.19999980926514,7.5,38,173,4,1,0,0,2,1
2015,CHEVROLET,SONIC,COMPACT,1.79999995231628,9.60000038146973,6.69999980926514,8.30000019073486,34,191,4,1,0,0,1,1
2015,CHEVROLET,SONIC,COMPACT,1.79999995231628,9,6.80000019073486,8,35,184,4,1,0,0,2,1
2015,CHEVROLET,SONIC 5,MID-SIZE,1.39999997615814,9,6.80000019073486,8,35,184,4,1,0,0,1,1
2015,CHEVROLET,SONIC 5,MID-SIZE,1.39999997615814,8.5,6.19999980926514,7.5,38,173,4,1,0,0,2,1
2015,CHEVROLET,SONIC 5,MID-SIZE,1.79999995231628,9.60000038146973,6.69999980926514,8.30000019073486,34,191,4,1,0,0,1,1
2015,CHEVROLET,SONIC 5,MID-SIZE,1.79999995231628,9,6.80000019073486,8,35,184,4,1,0,0,2,1
2015,CHEVROLET,SONIC 5 RS,MID-SIZE,1.39999997615814,9.39999961853027,7,8.30000019073486,34,191,4,1,0,0,1,1
2015,CHEVROLET,SONIC 5 RS,MID-SIZE,1.39999997615814,8.69999980926514,6.90000009536743,7.90000009536743,36,182,4,1,0,0,2,1
2015,CHEVROLET,SONIC RS,COMPACT,1.39999997615814,9.39999961853027,7,8.30000019073486,34,191,4,1,0,0,1,1
2015,CHEVROLET,SONIC RS,COMPACT,1.39999997615814,8.69999980926514,6.90000009536743,7.90000009536743,36,182,4,1,0,0,2,1
2015,CHEVROLET,SPARK,SUBCOMPACT,1.20000004768372,7.69999980926514,6.09999990463257,7,40,161,4,1,0,0,1,1
2015,CHEVROLET,SPARK,SUBCOMPACT,1.20000004768372,7.5,6,6.80000019073486,42,156,4,1,0,0,2,1
2015,CHEVROLET,SUBURBAN,SUV - STANDARD,5.30000019073486,14.8999996185303,10.1000003814697,12.6999998092651,22,292,8,0,0,1,1,1
2015,CHEVROLET,SUBURBAN,SUV - STANDARD,5.30000019073486,20.2000007629395,13.6000003814697,17.2000007629395,16,275,8,0,0,1,1,4
2015,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.30000019073486,15.3999996185303,10.8000001907349,13.3000001907349,21,306,8,0,0,1,1,1
2015,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.30000019073486,22.1000003814697,15.3999996185303,19.1000003814697,15,306,8,0,0,1,1,4
2015,CHEVROLET,TAHOE,SUV - STANDARD,5.30000019073486,14.8999996185303,10.1000003814697,12.6999998092651,22,292,8,0,0,1,1,1
2015,CHEVROLET,TAHOE,SUV - STANDARD,5.30000019073486,20.2000007629395,13.6000003814697,17.2000007629395,16,275,8,0,0,1,1,4
2015,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.30000019073486,15.1000003814697,10.3999996185303,13,22,299,8,0,0,1,1,1
2015,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.30000019073486,20.5,14,17.6000003814697,16,282,8,0,0,1,1,4
2015,CHEVROLET,TRAVERSE,SUV - STANDARD,3.59999990463257,14.1999998092651,9.89999961853027,12.3000001907349,23,283,6,0,1,0,1,1
2015,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.59999990463257,14.6000003814697,10.1999998092651,12.6000003814697,22,290,6,0,1,0,1,1
2015,CHEVROLET,TRAX,SUV - SMALL,1.39999997615814,9.19999980926514,7,8.19999980926514,34,189,4,1,0,0,1,1
2015,CHEVROLET,TRAX,SUV - SMALL,1.39999997615814,9.10000038146973,6.90000009536743,8.10000038146973,35,186,4,1,0,0,2,1
2015,CHEVROLET,TRAX AWD,SUV - SMALL,1.39999997615814,9.69999980926514,7.59999990463257,8.69999980926514,32,200,4,1,0,0,1,1
2015,CHRYSLER,200,MID-SIZE,2.40000009536743,10.1999998092651,6.40000009536743,8.5,33,196,4,1,0,0,1,1
2015,CHRYSLER,200 FFV,MID-SIZE,2.40000009536743,10.1999998092651,6.40000009536743,8.5,33,196,4,1,0,0,1,1
2015,CHRYSLER,200 FFV,MID-SIZE,2.40000009536743,13.6000003814697,8.5,11.3000001907349,25,181,4,1,0,0,1,4
2015,CHRYSLER,200,MID-SIZE,3.59999990463257,12.3999996185303,7.5,10.1999998092651,28,235,6,0,1,0,1,1
2015,CHRYSLER,200 FFV,MID-SIZE,3.59999990463257,12.3999996185303,7.5,10.1999998092651,28,235,6,0,1,0,1,1
2015,CHRYSLER,200 FFV,MID-SIZE,3.59999990463257,16.5,10.1000003814697,13.6000003814697,21,218,6,0,1,0,1,4
2015,CHRYSLER,200 AWD,MID-SIZE,3.59999990463257,12.8000001907349,8.10000038146973,10.6999998092651,26,246,6,0,1,0,1,1
2015,CHRYSLER,200 AWD FFV,MID-SIZE,3.59999990463257,12.8000001907349,8.10000038146973,10.6999998092651,26,246,6,0,1,0,1,1
2015,CHRYSLER,200 AWD FFV,MID-SIZE,3.59999990463257,16.8999996185303,10.8000001907349,14.1000003814697,20,226,6,0,1,0,1,4
2015,CHRYSLER,300,FULL-SIZE,3.59999990463257,12.3999996185303,7.69999980926514,10.3000001907349,27,237,6,0,1,0,1,1
2015,CHRYSLER,300 FFV,FULL-SIZE,3.59999990463257,12.3999996185303,7.69999980926514,10.3000001907349,27,237,6,0,1,0,1,1
2015,CHRYSLER,300 FFV,FULL-SIZE,3.59999990463257,16.7999992370605,10.3000001907349,13.8999996185303,20,222,6,0,1,0,1,4
2015,CHRYSLER,300 (MDS),FULL-SIZE,5.69999980926514,14.8000001907349,9.30000019073486,12.3000001907349,23,283,8,0,0,1,1,1
2015,CHRYSLER,300 AWD,FULL-SIZE,3.59999990463257,12.8000001907349,8.60000038146973,10.8999996185303,26,251,6,0,1,0,1,1
2015,CHRYSLER,300 AWD FFV,FULL-SIZE,3.59999990463257,12.8000001907349,8.60000038146973,10.8999996185303,26,251,6,0,1,0,1,1
2015,CHRYSLER,300 AWD FFV,FULL-SIZE,3.59999990463257,17.2999992370605,11.6999998092651,14.8000001907349,19,237,6,0,1,0,1,4
2015,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.59999990463257,14.1000003814697,9.5,12,24,276,6,0,1,0,1,1
2015,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.59999990463257,19.7000007629395,13.3000001907349,16.7999992370605,17,269,6,0,1,0,1,4
2015,DODGE,CHALLENGER,MID-SIZE,3.59999990463257,12.3999996185303,7.80000019073486,10.3000001907349,27,237,6,0,1,0,1,1
2015,DODGE,CHALLENGER,MID-SIZE,5.69999980926514,15.6000003814697,10,13.1000003814697,22,301,8,0,0,1,2,1
2015,DODGE,CHALLENGER,MID-SIZE,6.40000009536743,16.7999992370605,10.3999996185303,13.8999996185303,20,320,8,0,0,1,2,2
2015,DODGE,CHALLENGER (MDS),MID-SIZE,5.69999980926514,14.8000001907349,9.30000019073486,12.3000001907349,23,283,8,0,0,1,1,1
2015,DODGE,CHALLENGER (MDS),MID-SIZE,6.40000009536743,15.6999998092651,9.5,12.8999996185303,22,297,8,0,0,1,1,2
2015,DODGE,CHALLENGER SRT,MID-SIZE,6.40000009536743,16.7999992370605,10.3999996185303,13.8999996185303,20,320,8,0,0,1,2,2
2015,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.40000009536743,15.6999998092651,9.5,12.8999996185303,22,297,8,0,0,1,1,2
2015,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.19999980926514,18,10.6999998092651,14.6999998092651,19,338,8,0,0,1,1,2
2015,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.19999980926514,18.1000003814697,11.3999996185303,15.1000003814697,19,347,8,0,0,1,2,2
2015,DODGE,CHARGER,FULL-SIZE,3.59999990463257,13.6999998092651,8.89999961853027,11.5,25,264,6,0,1,0,1,1
2015,DODGE,CHARGER FFV,FULL-SIZE,3.59999990463257,13.6999998092651,8.89999961853027,11.5,25,264,6,0,1,0,1,1
2015,DODGE,CHARGER FFV,FULL-SIZE,3.59999990463257,18.7000007629395,12.3999996185303,15.8999996185303,18,254,6,0,1,0,1,4
2015,DODGE,CHARGER,FULL-SIZE,3.59999990463257,12.3999996185303,7.69999980926514,10.3000001907349,27,237,6,0,1,0,1,1
2015,DODGE,CHARGER FFV,FULL-SIZE,3.59999990463257,12.3999996185303,7.69999980926514,10.3000001907349,27,237,6,0,1,0,1,1
2015,DODGE,CHARGER FFV,FULL-SIZE,3.59999990463257,16.7999992370605,10.3000001907349,13.8999996185303,20,222,6,0,1,0,1,4
2015,DODGE,CHARGER (MDS),FULL-SIZE,5.69999980926514,15.6999998092651,9.60000038146973,12.8999996185303,22,297,8,0,0,1,1,1
2015,DODGE,CHARGER (MDS),FULL-SIZE,5.69999980926514,14.8000001907349,9.30000019073486,12.3000001907349,23,283,8,0,0,1,1,1
2015,DODGE,CHARGER AWD,FULL-SIZE,3.59999990463257,12.8000001907349,8.60000038146973,10.8999996185303,26,251,6,0,1,0,1,1
2015,DODGE,CHARGER AWD FFV,FULL-SIZE,3.59999990463257,12.8000001907349,8.60000038146973,10.8999996185303,26,251,6,0,1,0,1,1
2015,DODGE,CHARGER AWD FFV,FULL-SIZE,3.59999990463257,17.2999992370605,11.6999998092651,14.8000001907349,19,237,6,0,1,0,1,4
2015,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.69999980926514,16.1000003814697,10,13.3999996185303,21,308,8,0,0,1,1,1
2015,DODGE,CHARGER SRT 392 HEMI,FULL-SIZE,6.40000009536743,15.6999998092651,9.5,12.8999996185303,22,297,8,0,0,1,1,2
2015,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.19999980926514,18,10.6999998092651,14.6999998092651,19,338,8,0,0,1,1,2
2015,DODGE,DART,MID-SIZE,2,9.39999961853027,6.5,8.10000038146973,35,186,4,1,0,0,2,1
2015,DODGE,DART FFV,MID-SIZE,2,9.89999961853027,7,8.60000038146973,33,198,4,1,0,0,1,1
2015,DODGE,DART FFV,MID-SIZE,2,13.3000001907349,9.30000019073486,11.5,25,184,4,1,0,0,1,4
2015,DODGE,DART,MID-SIZE,2.40000009536743,10.1000003814697,6.80000019073486,8.60000038146973,33,198,4,1,0,0,1,1
2015,DODGE,DART,MID-SIZE,2.40000009536743,10.5,6.69999980926514,8.80000019073486,32,202,4,1,0,0,2,1
2015,DODGE,DART GT,MID-SIZE,2.40000009536743,10.6000003814697,7.5,9.19999980926514,31,212,4,1,0,0,1,1
2015,DODGE,DART GT,MID-SIZE,2.40000009536743,10.1999998092651,7,8.80000019073486,32,202,4,1,0,0,2,1
2015,DODGE,DART TURBO AERO,MID-SIZE,1.39999997615814,8.39999961853027,5.90000009536743,7.30000019073486,39,168,4,1,0,0,1,1
2015,DODGE,DART TURBO AERO,MID-SIZE,1.39999997615814,8.5,5.80000019073486,7.30000019073486,39,168,4,1,0,0,2,1
2015,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.59999990463257,13.8999996185303,9.80000019073486,12.1000003814697,23,278,6,0,1,0,1,1
2015,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.59999990463257,17.7000007629395,13,15.6000003814697,18,250,6,0,1,0,1,4
2015,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.69999980926514,17.2999992370605,11.5,14.6999998092651,19,338,8,0,0,1,1,1
2015,DODGE,GRAND CARAVAN FFV,MINIVAN,3.59999990463257,13.6999998092651,9.39999961853027,11.8000001907349,24,271,6,0,1,0,1,1
2015,DODGE,GRAND CARAVAN FFV,MINIVAN,3.59999990463257,19.2000007629395,13.1000003814697,16.3999996185303,17,262,6,0,1,0,1,4
2015,DODGE,JOURNEY,SUV - SMALL,2.40000009536743,12.6999998092651,9.10000038146973,11.1000003814697,25,255,4,1,0,0,1,1
2015,DODGE,JOURNEY FFV,SUV - SMALL,3.59999990463257,14.1999998092651,9.39999961853027,12.1000003814697,23,278,6,0,1,0,1,1
2015,DODGE,JOURNEY FFV,SUV - SMALL,3.59999990463257,18.8999996185303,12.8999996185303,16.2000007629395,17,259,6,0,1,0,1,4
2015,DODGE,JOURNEY AWD,SUV - SMALL,3.59999990463257,14.5,9.89999961853027,12.3999996185303,23,285,6,0,1,0,1,1
2015,FIAT,500 CABRIO,MINICOMPACT,1.39999997615814,8.69999980926514,6.90000009536743,7.90000009536743,36,182,4,1,0,0,1,1
2015,FIAT,500 CABRIO,MINICOMPACT,1.39999997615814,7.90000009536743,6.30000019073486,7.19999980926514,39,166,4,1,0,0,2,1
2015,FIAT,500 HATCHBACK,MINICOMPACT,1.39999997615814,8.69999980926514,6.90000009536743,7.90000009536743,36,182,4,1,0,0,1,1
2015,FIAT,500 HATCHBACK,MINICOMPACT,1.39999997615814,7.59999990463257,5.90000009536743,6.80000019073486,42,156,4,1,0,0,2,1
2015,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.39999997615814,9.60000038146973,7.30000019073486,8.60000038146973,33,198,4,1,0,0,1,1
2015,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.39999997615814,8.5,6.90000009536743,7.80000019073486,36,179,4,1,0,0,2,1
2015,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.39999997615814,9.60000038146973,7.30000019073486,8.60000038146973,33,198,4,1,0,0,1,1
2015,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.39999997615814,8.5,6.90000009536743,7.80000019073486,36,179,4,1,0,0,2,1
2015,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.39999997615814,9.60000038146973,7.30000019073486,8.60000038146973,33,198,4,1,0,0,1,1
2015,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.39999997615814,8.5,6.90000009536743,7.80000019073486,36,179,4,1,0,0,2,1
2015,FIAT,500L,STATION WAGON - SMALL,1.39999997615814,10.6000003814697,7.80000019073486,9.39999961853027,30,216,4,1,0,0,1,1
2015,FIAT,500L,STATION WAGON - SMALL,1.39999997615814,9.89999961853027,7.19999980926514,8.69999980926514,32,200,4,1,0,0,1,1
2015,FIAT,500L,STATION WAGON - SMALL,1.39999997615814,9.30000019073486,7.09999990463257,8.30000019073486,34,191,4,1,0,0,2,1
2015,FORD,C-MAX HYBRID,FULL-SIZE,2,5.59999990463257,6.40000009536743,6,47,138,4,1,0,0,1,1
2015,FORD,EDGE,SUV - SMALL,2,11.5,7.80000019073486,9.80000019073486,29,225,4,1,0,0,1,1
2015,FORD,EDGE,SUV - SMALL,3.5,13.1999998092651,9,11.3000001907349,25,260,6,0,1,0,1,1
2015,FORD,EDGE AWD,SUV - SMALL,2,11.8000001907349,8.39999961853027,10.3000001907349,27,237,4,1,0,0,1,1
2015,FORD,EDGE AWD,SUV - SMALL,3.5,13.6999998092651,9.60000038146973,11.8000001907349,24,271,6,0,1,0,1,1
2015,FORD,EDGE SPORT AWD,SUV - SMALL,2.70000004768372,13.6000003814697,9.80000019073486,11.8999996185303,24,274,6,0,1,0,1,1
2015,FORD,ESCAPE,SUV - SMALL,1.60000002384186,10.3999996185303,7.40000009536743,9,31,207,4,1,0,0,1,1
2015,FORD,ESCAPE,SUV - SMALL,2,10.8999996185303,8,9.60000038146973,29,221,4,1,0,0,1,1
2015,FORD,ESCAPE,SUV - SMALL,2.5,10.8999996185303,7.59999990463257,9.5,30,218,4,1,0,0,1,1
2015,FORD,ESCAPE AWD,SUV - SMALL,1.60000002384186,10.6000003814697,8,9.39999961853027,30,216,4,1,0,0,1,1
2015,FORD,ESCAPE AWD,SUV - SMALL,2,11.3999996185303,8.39999961853027,10.1000003814697,28,232,4,1,0,0,1,1
2015,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,16.2000007629395,11.8000001907349,14.1999998092651,20,327,6,0,1,0,1,1
2015,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,16.3999996185303,12,14.3999996185303,20,331,6,0,1,0,1,1
2015,FORD,EXPLORER,SUV - STANDARD,2,11.8999996185303,8.5,10.3999996185303,27,239,4,1,0,0,1,1
2015,FORD,EXPLORER FFV,SUV - STANDARD,3.5,13.6999998092651,9.69999980926514,11.8999996185303,24,274,6,0,1,0,1,1
2015,FORD,EXPLORER FFV,SUV - STANDARD,3.5,18.6000003814697,13,16.1000003814697,18,258,6,0,1,0,1,4
2015,FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,14.8999996185303,10.6999998092651,13,22,299,6,0,1,0,1,1
2015,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,14.1999998092651,10.3000001907349,12.5,23,288,6,0,1,0,1,1
2015,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,19.2000007629395,14.1000003814697,16.8999996185303,17,270,6,0,1,0,1,4
2015,FORD,F-150,PICKUP TRUCK - STANDARD,2.70000004768372,12.1999998092651,9.19999980926514,10.8000001907349,26,248,6,0,1,0,1,1
2015,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,13.6999998092651,9.89999961853027,12,24,276,6,0,1,0,1,1
2015,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,13.1999998092651,9.60000038146973,11.5,25,264,6,0,1,0,1,1
2015,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,17.8999996185303,13,15.6999998092651,18,251,6,0,1,0,1,4
2015,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,15.5,10.6000003814697,13.3000001907349,21,306,8,0,0,1,1,1
2015,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,20.7000007629395,14.3000001907349,17.8999996185303,16,286,8,0,0,1,1,4
2015,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.70000004768372,13.3000001907349,10.3999996185303,12,24,276,6,0,1,0,1,1
2015,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,14.1999998092651,10.3999996185303,12.5,23,288,6,0,1,0,1,1
2015,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,13.8999996185303,10.5,12.3999996185303,23,285,6,0,1,0,1,1
2015,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,18.8999996185303,14.1999998092651,16.7999992370605,17,269,6,0,1,0,1,4
2015,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,16,11.3000001907349,13.8999996185303,20,320,8,0,0,1,1,1
2015,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,21.7000007629395,15.1000003814697,18.7000007629395,15,299,8,0,0,1,1,4
2015,FORD,FIESTA,SUBCOMPACT,1.60000002384186,8.69999980926514,6.40000009536743,7.59999990463257,37,175,4,1,0,0,1,1
